ID_VEHICULE,ID_POLICE,NUM_SERIE,MARQUE,PUISSANCE,IMMATRICULATION,GENRE_VEHICULE,TYPE_VEHICULE,NB_PLACE,DATE_MEC,VALEUR_A_NEUF,VALEUR_ACTUELLE,CHARGE_UTILE,POIDS_TOTAL,CODE_USAGE
18706,18706,AZCMQ5GLYIAK4E84G,Skoda,6,123 TUN 3152,VU,Véhicule Utilitaire,4,2010-05-09,9883534165.938625,32686947.419,4410.4,18694.49,2
18707,18707,7X75JGPS278SWOEZY,Toyota,11,193 TUN 1608,VU,Véhicule Utilitaire,2,2020-01-10,99051120.28,83994112.77,5477.27,30139.75,5
18708,18708,UMDT20WYGEE98926J,BMW,6,904 TUN 1927,PL,Poids Lourd,1,2024-01-17,14139604.52,12087318.821,1393.86,1146.89,1
18709,18709,NIJOSER9DCE3JA2S3,BMW,10,312 TUN 1211,VP,Voiture Particulière,16,2023-05-14,19103403.329,13429781.908,0.0,19664.78,4
18710,18710,F559QR3OT7CVL9F1U,Volkswagen,10,632 TUN 9186,VP,Voiture Particulière,50,2022-11-16,48366656.108,31106337.538,0.0,7880.33,3
18711,18711,JZ6G1I82XO2CMQ8PW,Citroen,20,763 TUN 3291,VP,Voiture Particulière,16,2005-09-28,42468651.105,18913391.95,0.0,3143.65,1
18712,18712,YV3PH3ECI6QRKZ70P,Volkswagen,15,373 TUN 6165,VU,Véhicule Utilitaire,9,2000-08-06,48458397.6,21199785.879,4801.75,14013.09,5
18713,18713,LZN718S90TJKW7584,Hyundai,8,835 TUN 3489,VP,Voiture Particulière,7,2010-12-18,24664548.909,8815510.063,0.0,24539.99,4
18714,18714,5PTQH3HK8QA0XO26F,Seat,9,321 TUN 6580,VP,Voiture Particulière,16,2024-11-21,88766719.694,41951243.387,0.0,6999.54,0
18715,18715,RB4I6OA4FD02XRQRN,Nissan,7,732 TUN 1466,AR,Tracteur/Remorque,1,2020-06-01,34857539.468,11314437.236,0.0,10711.15,5
18716,18716,OMUKYS75CACQCGNIS,Volkswagen,7,  706 TUN 5959  ,VU,Véhicule Utilitaire,7,2015/01/09,17881442.31,10908213.995,653.92,1861.49,0
18717,18717,XTRV2EKM3QYJIIHD6,Seat,9,507 TUN 6424,VP,Voiture Particulière,7,2017-01-09,28952902.875,-21567621.786,0.0,18277.08,1
18718,18718,6JPIUUGUH7FANNGOQ,Ford,6,123 TUN 3365,VP,Voiture Particulière,5,2003-08-18,18001611.342,16372757.086,0.0,6630.46,2
18719,18719,W5C85E1DGBY0JQ5O1,Mercedes,9,939 TUN 3073,VP,Voiture Particulière,5,2005-04-11,72799959.603,47272968.119,0.0,13593.5,3
18720,18720,X5R9Z3W89DMR36O4M,Opel,8,174 TUN 9978,VP,Voiture Particulière,5,2013-09-15,23619652.289,9773909.18,0.0,27337.96,5
18721,18721,F9PDFWNGEL6LB262C,BMW,25,633 TUN 4881,AR,Tracteur/Remorque,2,2017-03-05,42034321.51,31867387.052,0.0,7809.34,1
18722,18722,MVHR3Y0UAV7FV5UOV,Seat,7,,VU,Véhicule Utilitaire,16,2022-12-06,25969120.225,14431262.703,9371.89,28636.16,4
18723,18723,2WXYYR9MY5L0C69J1,Opel,9,529 TUN 7335,VP,Voiture Particulière,7,2023-09-20,24156441.327,14252883.669,0.0,11160.94,4
18724,18724,903SBNT67PH80KOGD,Peugeot,10,556 TUN 2027,VU,Véhicule Utilitaire,16,2019-02-24,12643176.094,7128615.716,1610.92,24559.9,1
18725,18725,LKFJ2ZA4FGAG1EIER,Renault,7,816 TUN 5417,VP,Voiture Particulière,5,2023-10-15,44315390.077,19397931.805,0.0,10467.67,1
18726,18726,RT54EZK5OF676C1JQ,Peugeot,6,992 TUN 4238,AR,Tracteur/Remorque,1,2003-06-03,62918192.28,27831177.423,0.0,24730.93,3
18727,18727,T9ZZ3NYIIOSK5IFTU,Renault,5,897 TUN 5111,VP,Voiture Particulière,16,2006-11-17,20785610.207,,0.0,28405.37,2
18728,18728,  6T86HBGWVN63DWJUU  ,BMW,7,139 TUN 8389,VP,Voiture Particulière,30,2018-11-04,15174709.046,7769656.884,0.0,2086.68,2
18729,18729,ENTYF8HASW917P547,Opel,12,416 TUN 4412,AR,Tracteur/Remorque,1,2008-05-17,49102146.089,,0.0,5138.05,2
18730,18730,33E0866TPEIDPKBRY,Fiat,10,203 TUN 7460,VU,Véhicule Utilitaire,4,2001-04-18,14427325.989,5036082.125,8501.09,21339.49,3
18731,18731,5O9IZT7JEPNOLBG7P,Fiat,11,847 TUN 6493,VP,Voiture Particulière,9,2012-02-22,60461765.436,50736523.313,0.0,6487.56,0
18732,18732,XI2LJR24JZH1WQ4GY,Volkswagen,9,151 TUN 5031,VU,Véhicule Utilitaire,7,2013-09-23,20906229.14,18025842.272,7868.05,32549.78,5
18733,18733,B7SW0H2DK0FRH68HF,Opel,12,768 TUN 4109,VP,Voiture Particulière,2,2024-02-13,18927167.988,10827304.444,0.0,34800.65,3
18734,18734,IB1K5PWJJXFHG3K48,Renault,10,750 TUN 5978,VP,Voiture Particulière,50,2008-06-14,37206219.255,14111078.338,0.0,18459.68,4
18735,18735,GWYCH7JKE3HMWI3CA,Renault,9,122 TUN 6998,VP,Voiture Particulière,2,2013-04-12,19553906.325,14095972.196,0.0,35784.64,5
18736,18736,680TPM81WOJIWX6J3,Hyundai,9,383 TUN 9660,VP,Voiture Particulière,4,2022-08-22,23073601.697,21301776.452,0.0,1281.45,1
18737,18737,1P493X5PKX0T5KP0S,Seat,8,176 TUN 5141,VU,Véhicule Utilitaire,9,2014-05-08,39221916.594,19640232.057,2410.99,13794.53,0
18738,18738,F388NSUNLY2D26VN8,Ford,10,439 TUN 1638,TC,Transport en Commun,2,2008-05-01,9754108.223,9141554.604,0.0,35993.92,1
18739,18739,G11JLJPTAC16BXIM2,Peugeot,16,837 TUN 8207,VP,Voiture Particulière,4,2001-09-16,74698076.637,32240199.011,0.0,9515.47,4
18740,18740,U7Y82140IKVZGTXLJ,Fiat,11,958 TUN 6107,PL,Poids Lourd,2,2013-09-04,33584504.576,27846823.176,11815.06,38666.35,1
18741,18741,P3RLQPARD1LOOIMNH,Citroen,15,338 TUN 2563,TC,Transport en Commun,1,2018-07-27,17214666.343,13627513.958,0.0,14878.37,3
18742,18742,1KHA3A66JM8O6KQXY,Citroen,9,886 TUN 2099,TC,Transport en Commun,2,2006-04-06,19759255.933,8942331.442,0.0,34283.99,5
18743,18743,VX3A9A0MCRD8QA8DX,Fiat,7,284 TUN 9954,VU,Véhicule Utilitaire,16,2023-08-17,53950551.288,32860523.511,7003.45,22202.58,3
18744,18744,WC8JR5N3XRDSDVG7Z,Hyundai,7,497 TUN 7095,VP,Voiture Particulière,30,2020-12-12,44379213.196,31572616.474,0.0,18723.83,5
18745,18745,4BINP7JO9DG9UDI0G,Hyundai,7,748 TUN 4294,VU,Véhicule Utilitaire,2,2015-11-03,65735232.802,61085209.897,10505.43,39963.05,3
18746,18746,TMPQ5BQBGV8UWA79O,Peugeot,8,205 TUN 2893,VP,Voiture Particulière,4,2003-11-07,23356452.835,7478505.181,0.0,22471.05,5
18747,18747,W5ZXS2M424YSXW20Q,Citroen,8,870 TUN 2506,AR,Tracteur/Remorque,1,2013-01-23,38112283.799,34141323.517,0.0,34098.59,4
18748,18748,RDE9F85OOJ86UEPWZ,BMW,10,206 TUN 6255,VP,Voiture Particulière,50,2001-07-09,40671543.74,38243348.163,0.0,29000.43,5
18749,18749,F38R8OXNSNPVN3ZUV,Nissan,11,470 TUN 3041,TC,Transport en Commun,1,2007-04-07,46519820.596,40928018.732,0.0,34110.7,4
18750,18750,JZ2TBQY9FN4FCH0ZO,BMW,7,,VP,Voiture Particulière,7,2012-08-06,57736253.286,25440504.305,0.0,5709.02,2
18751,18751,NPYK20H8J8JDJKIAF,Renault,7,313 TUN 2440,VP,Voiture Particulière,7,2008-10-07,22956767.383,11756815.797,0.0,4370.87,2
18752,18752,SKL646XHIIYP89ET1,Citroen,10,132 TUN 2337,VP,Voiture Particulière,9,2024-07-13,31036365.175,11793645.074,0.0,4950.54,0
18753,18753,YU2LCOWBM4Z3TJX6C,Volkswagen,8,856 TUN 8824,VU,Véhicule Utilitaire,5,2013-03-24,24219784.688,9477298.979,9367.81,1823.71,0
18754,18754,8CN2D3ZQ9EUKVKB0E,Ford,6,316 TUN 4733,VP,Voiture Particulière,4,2001-05-16,32006492.868,16867692.311,0.0,25911.13,5
18755,18755,3HOZCAGVMXH2VJ8WQ,Seat,14,844 TUN 3121,VP,Voiture Particulière,2,2011-01-17,46593503.058,36125975.596,0.0,6714.22,0
18756,18756,1IGUNOL5P3JC8J99F,Dacia,16,814 TUN 2381,TC,Transport en Commun,2,2022-12-07,14371211.022,8827262.261,0.0,18602.27,4
18757,18757,U5YQKKY9364N7MON2,Fiat,9,446 TUN 9694,VP,Voiture Particulière,7,2022-06-27,57221545.998,22810111.964,0.0,18881.34,3
18758,18758,HJVPPALDYX5XT9ZC5,BMW,9,527 TUN 6648,VP,Voiture Particulière,2,2010-06-21,18590555.053,14056692.327,0.0,31260.03,0
18759,18759,KHJQJ0HS3GGUW7L4R,Hyundai,6,616 TUN 7385,VP,Voiture Particulière,5,2014-01-17,28178508.041,,0.0,5483.13,4
18760,18760,8O5HL44NTJY3DPGQ0,Citroen,10,422 TUN 2486,VP,Voiture Particulière,7,,61204191.975,39127812.888,0.0,2492.22,5
18761,18761,,Kia,10,485 TUN 7483,VP,Voiture Particulière,4,2015-07-14,,22829488.329,0.0,31439.53,0
18762,18762,ZCDDWDKVFR7CWBA6G,Citroen,7,986 TUN 3403,VP,Voiture Particulière,50,2008-03-04,38939520.854,24712770.18,0.0,16112.68,5
18763,18763,94EZB8CEOALIRJ8FI,Citroen,10,  701 TUN 9437  ,TC,Transport en Commun,1,2024-08-11,18209286.266,14410936.979,0.0,16040.34,3
18764,18764,GZ3Z10DNXT29BQMAJ,Audi,25,782 TUN 9512,TC,Transport en Commun,1,2014-10-24,19495852.548,13290352.727,0.0,39767.45,1
18765,18765,3K45XDZMEYBZC93YE,BMW,17,492 TUN 8638,VP,Voiture Particulière,2,2020-05-02,52608248.306,45996233.672,0.0,20611.55,0
18766,18766,OHV1I9PLP6OLAIOJW,Nissan,12,354 TUN 4169,VP,Voiture Particulière,30,2019-03-19,24475508.103,21716901.546,0.0,35365.24,2
18767,18767,T66II7ARDPF21AQ04,Volkswagen,10,  784 TUN 6449  ,VP,Voiture Particulière,9,2019-09-14,25656290.478,7863140.586,0.0,7800.84,1
18768,18768,LYV6H8GBO5AF1PFZ0,Renault,8,154 TUN 3159,VP,Voiture Particulière,9,2010-09-04,53208616.448,38984153.255,0.0,14336.72,5
18769,18769,V9BTOCTZ1NXLKQAVU,Volkswagen,10,100 TUN 4320,VP,Voiture Particulière,2,2010-07-20,19439128.122,9112499.954,0.0,34598.64,1
18770,18770,G045RH2U2CWT9R5JQ,Nissan,14,241 TUN 3521,VP,Voiture Particulière,4,2000-11-25,37594670.091,32515631.822,0.0,13108.82,0
18771,18771,KUI30J35A9FRUNZOS,BMW,15,391 TUN 7886,TC,Transport en Commun,1,2004-04-15,33572201.361,14616011.7,0.0,26843.12,2
18772,18772,ZA0FT1K9UTKZNK6LR,Hyundai,7,206 TUN 2355,VP,Voiture Particulière,2,2010-11-11,32815529.315,25519320.906,0.0,7666.38,4
18773,18773,CSJ9W9E5JX45YFA1E,Mercedes,20,532 TUN 2970,VU,Véhicule Utilitaire,50,2019-02-12,25356292.018,8840143.598,10405.68,7592.4,2
18774,18774,A8AFAGB79WIHCWCUM,Hyundai,11,869 TUN 5729,TC,Transport en Commun,1,2013-08-11,24589441.175,16309096.857,0.0,25112.93,1
18775,18775,S6FHKUAAMI7NQT903,Hyundai,13,897 TUN 9941,PL,Poids Lourd,1,2005-02-08,19164558.066,10537587.954,9624.16,15289.11,5
18776,18776,Z0SBK7FTBY8BBNBRU,Hyundai,10,616 TUN 4140,VP,Voiture Particulière,16,2015-09-01,41828471.082,21449324.53,0.0,36338.59,2
18777,18777,6Y1I440BVZJ7CSMB7,Opel,10,198 TUN 1713,VP,Voiture Particulière,9,2020-07-10,23527504.129,10527385.703,0.0,34701.51,2
18778,18778,267AV7I97OWZITDWN,BMW,25,329 TUN 4494,VU,Véhicule Utilitaire,30,2000-01-06,53336293.684,,5590.67,31059.14,3
18779,18779,A2K5HEOH6BCG7CZ3U,Seat,12,881 TUN 9408,VU,Véhicule Utilitaire,2,2013-12-23,29369807.774,9220014.68,13701.77,11210.66,4
18780,18780,I6LWEN80UZN5L445Z,Ford,8,899 TUN 8755,PL,Poids Lourd,2,2008-04-19,19356329.585,17698372.986,7152.28,34838.12,5
18781,18781,RNIQ1O7L4ONBVUGZK,Seat,13,885 TUN 4295,VP,Voiture Particulière,4,2004-07-07,,19943973.978,0.0,10262.91,4
18782,18782,BNIVBCN7N0S5UD4E8,Citroen,13,154 TUN 8479,VP,Voiture Particulière,7,2013-08-25,26757535.148,16005048.34,0.0,4183.79,2
18783,18783,J1MGLGB6OCSQ67XY1,Renault,25,397 TUN 1740,VU,Véhicule Utilitaire,30,2020-10-15,54423520.736,39833269.211,911.4,32899.56,3
18784,18784,3IJ8JMPH69V7NR062,Dacia,10,396 TUN 2143,VP,Voiture Particulière,4,2007-04-03,27323431.38,3085159742.094249,0.0,34518.0,3
18785,18785,LCQONNEQKFCWOTLIN,Opel,10,551 TUN 7490,VU,Véhicule Utilitaire,5,2008-01-08,28620966.121,26048527.403,3802.62,37659.99,4
18786,18786,6VD7JA3ILIAWLACE3,Citroen,7,133 TUN 4230,VP,Voiture Particulière,5,2022-12-07,66554294.538,48050388.44,0.0,24784.58,1
18787,18787,38D8VI8XFS2GL7F2L,Hyundai,11,818 TUN 2123,AR,Tracteur/Remorque,2,2007-06-07,42367365.393,22110491.151,0.0,11086.84,2
18788,18788,B7CIV4OXXDO4UEV36,Mercedes,14,803 TUN 9611,VU,Véhicule Utilitaire,2,2005-01-08,75459623.794,23937267.43,5336.0,6548.44,0
18789,18789,WT8SPWSY4ICPZKEUN,Hyundai,25,426 TUN 6836,VP,Voiture Particulière,7,2020-07-03,61668127.36,20027022.983,0.0,28224.47,1
18790,18790,W9V8H9UBMPNEJBY4Z,Nissan,6,470 TUN 6946,VP,Voiture Particulière,7,2008-08-17,21087141.072,14653061.467,0.0,7348.14,0
18791,18791,T8J1XEGJEN8HJS4HI,Toyota,10,787 TUN 4277,VU,Véhicule Utilitaire,7,2006-10-08,53904833.446,21540384.571,11542.76,39410.77,0
18792,18792,2S7WT0XR995JCCS1K,Nissan,9,403 TUN 3554,VP,Voiture Particulière,7,2011-11-15,70449515.919,59881806.865,0.0,4054.72,1
18793,18793,UDFZJ738PHUYFLKFX,Peugeot,11,729 TUN 5844,VP,Voiture Particulière,30,2009-07-06,70714545.495,-65885707.217,0.0,1377.23,3
18794,18794,Z6JDIQL8LRUJ8CMB9,Mercedes,8,978 TUN 5225,TC,Transport en Commun,1,2002-07-16,53854863.37,34959982.955,0.0,3777.52,5
18795,18795,1C12LZYNBTW8YLKJV,Volkswagen,9,934 TUN 6844,VP,Voiture Particulière,30,2008-05-01,53303725.123,34067147.627,0.0,37296.51,5
18796,18796,J329ZHT651P2ECS8D,Peugeot,12,812 TUN 1686,VP,Voiture Particulière,4,2009-12-19,28244936.404,25217631.075,0.0,30252.22,2
18797,18797,KNHHOJB1X0PORDC9R,Opel,10,391 TUN 3268,VU,Véhicule Utilitaire,4,2001-11-01,21618591.862,8998022.074,2890.72,23144.58,3
18798,18798,MXOKJ3VXMCVYD69X3,Peugeot,9,415 TUN 6590,VU,Véhicule Utilitaire,16,2024-03-03,27553678.886,25047376.646,12082.07,27097.83,2
18799,18799,0P91DFH0S1EA3IA2P,Kia,20,122 TUN 5238,VP,Voiture Particulière,9,2009-10-07,14294147.965,9109309.445,0.0,9172.52,0
18800,18800,OI4CE1IZQGUNR5RJG,Peugeot,14,902 TUN 2114,VP,Voiture Particulière,30,2008-07-15,64305320.883,20894365.888,0.0,28441.09,0
18801,18801,Z66D8AV0FY82VSLVY,Volkswagen,7,144 TUN 9683,VU,Véhicule Utilitaire,4,2010-01-26,28519790.258,16337767.097,2724.05,33844.15,2
18802,18802,KFX6N5K7OOQKXST1U,Mercedes,7,133 TUN 9705,VP,Voiture Particulière,5,2012-04-16,-62671705.983,44278639.05,0.0,39167.0,3
18803,18803,EYRVGQLTPK9RPX7R0,Dacia,4,450 TUN 4139,TC,Transport en Commun,2,2002-06-15,17751942.249,10086905.817,0.0,28425.14,2
18804,18804,7NPGC1PIM0P4HLT2B,Ford,11,233 TUN 2823,AR,Tracteur/Remorque,2,2000-03-10,56461397.893,21881019.843,0.0,10480.78,4
18805,18805,20DS8N55H4HCRLDEA,Dacia,8,318 TUN 8380,VP,Voiture Particulière,2,2017-10-27,25656690.914,8111906.255,0.0,33239.23,0
18806,18806,3X5XWEQ9OQL2OSE7E,Opel,13,256 TUN 1432,AR,Tracteur/Remorque,2,2008-03-20,17288819.43,9841821.693,0.0,12807.07,1
18807,18807,1NCM6Z4ZU3Y43MTDY,Kia,12,661 TUN 2210,VP,Voiture Particulière,4,2017-04-11,74128772.301,59513876.279,0.0,37054.79,1
18808,18808,N395FETQJH7DHOHT9,Dacia,11,344 TUN 3159,VP,Voiture Particulière,50,2013-09-23,57162641.003,24389283.232,0.0,37681.38,0
18809,18809,20FEOZ58I5OR6PGUW,Toyota,9,592 TUN 8846,VP,Voiture Particulière,5,2007-01-25,36530259.01,12775567.436,0.0,39339.72,0
18810,18810,3FG5L05PV9WL28IRK,Ford,6,304 TUN 3423,VP,Voiture Particulière,50,2015-05-17,33421976.531,12436496.098,0.0,26055.54,4
18811,18811,NW2NU7OZDW8TE0WTX,Volkswagen,8,707 TUN 9290,VP,Voiture Particulière,5,2013-05-17,40935584.867,20908677.106,0.0,8529.99,0
18812,18812,BHR2OQPKFAGNITISC,Peugeot,18,876 TUN 2458,VP,Voiture Particulière,4,2015-11-07,36218100.583,27788056.125,0.0,26344.51,2
18813,18813,9INGUEGNYFJFJ979H,Citroen,16,830 TUN 1783,TC,Transport en Commun,2,2018-11-06,22111696.987,19539525.633,0.0,15693.83,4
18814,18814,UAEC3ISILULMLZ7ZL,Ford,13,502 TUN 5972,VU,Véhicule Utilitaire,7,2009-09-20,26741551.351,12327867.41,3677.26,18173.8,4
18815,18815,WGU7F0RPL247WHE2I,Toyota,9,711 TUN 1688,TC,Transport en Commun,1,2007-09-16,87584464.562,42825369.527,0.0,30011.79,3
18816,18816,5T1ZJV2PD458BZU7E,Seat,7,589 TUN 1436,VP,Voiture Particulière,9,2003-06-13,125001169.384,76829437.401,0.0,20651.91,5
18817,18817,1FM3YIF5CIY87UXTH,Ford,11,455 TUN 5667,VP,Voiture Particulière,2,2017-01-18,71778068.276,41370960.966,0.0,7606.01,5
18818,18818,BR4VLDXKLBW1EA2QO,Seat,11,134 TUN 1729,VP,Voiture Particulière,2,2018-11-22,41735692.214,20830191.729,0.0,20560.9,5
18819,18819,HQOPPWU4N59O7CWXW,Hyundai,5,491 TUN 1634,VP,Voiture Particulière,2,2007-04-02,27753728.865,20623869.262,0.0,17973.85,5
18820,18820,DDJXKK8831OKH6233,Mercedes,12,829 TUN 5843,VP,Voiture Particulière,30,2016-11-21,22046454.032,12856463.557,0.0,6979.12,5
18821,18821,ITF046FSOFIBPNZ35,Seat,8,617 TUN 1026,AR,Tracteur/Remorque,2,2010-03-23,22785024.86,16722472.811,0.0,1011.47,1
18822,18822,2PMMI8WNUB9I750EQ,Hyundai,10,460 TUN 9951,VP,Voiture Particulière,9,2003-07-23,24918509.773,10435386.011,0.0,20875.03,4
18823,18823,9ATQLI959WLH80EZP,Hyundai,12,992 TUN 4553,VU,Véhicule Utilitaire,9,2002-07-26,96334522.314,57773151.965,2886.77,7310.54,0
18824,18824,ZRDD128LNDCZHYJVJ,Toyota,8,218 TUN 7491,VU,Véhicule Utilitaire,9,2020-08-07,81075909.425,33141271.035,7116.78,22540.22,5
18825,18825,B8KDR0WP9DOCGDNIN,Renault,7,898 TUN 3292,VP,Voiture Particulière,5,2018-02-16,47721589.998,23420965.643,0.0,23099.87,2
18826,18826,3XK94SKCT7ROJHRVV,Kia,9,471 TUN 7688,VP,Voiture Particulière,30,2014-11-09,20326757.729,16766387.32,0.0,38917.54,0
18827,18827,YDA65ZOR1HE13QZFX,Peugeot,11,640 TUN 5054,VU,Véhicule Utilitaire,5,2014-07-06,51355533.158,41355443.226,7985.64,16008.83,3
18828,18828,QSUAODMAI1GPSF6IJ,Audi,4,265 TUN 9683,PL,Poids Lourd,1,2016-03-10,29164033.096,25669235.51,13993.52,22156.62,0
18829,18829,KOMPLCWVJ0FW9MUKL,Volkswagen,8,916 TUN 8696,VU,Véhicule Utilitaire,7,2006-10-10,11198053.871,9119088.377,1008.17,27397.54,4
18830,18830,Q609U5I29F8YTW90Z,Fiat,11,879 TUN 4413,TC,Transport en Commun,2,2014-07-20,37931998.357,24945364.012,0.0,20978.22,1
18831,18831,41CLQL41PMREDYC7S,Hyundai,11,213 TUN 5885,VP,Voiture Particulière,50,2000-08-22,21569670.849,13414822.227,0.0,28661.94,5
18832,18832,8HSHUTIAVFOHYKMM4,Fiat,12,,VU,Véhicule Utilitaire,5,2006-08-21,21937949.838,18664040.269,8187.29,14723.9,3
18833,18833,X5GZ3NXNMUGK5KJ5F,Citroen,9,614 TUN 3622,VU,Véhicule Utilitaire,4,2003-06-13,28992602.877,17605980.881,1588.48,12529.69,0
18834,18834,HZV52WPKM9D54ZRQJ,Dacia,17,157 TUN 5583,VP,Voiture Particulière,30,2015-02-28,25612569.691,19772471.595,0.0,17153.54,4
18835,18835,3HCAYUCU37CC6A5Q6,Fiat,10,735 TUN 3264,VP,Voiture Particulière,50,2013-08-18,,17736423.848,0.0,19836.06,2
18836,18836,YEPJ8LU70GUA4CEBF,Opel,6,582 TUN 8082,AR,Tracteur/Remorque,2,2002-04-01,31534413.64,15569642.403,0.0,27697.9,5
18837,18837,GKZTHRYL0SOP7YIHO,Citroen,10,601 TUN 1850,VP,Voiture Particulière,9,2004-09-03,12862809.648,8408902.315,0.0,4306.22,3
18838,18838,M703BH8APL66B34WN,Ford,12,103 TUN 9297,VP,Voiture Particulière,50,2006-05-01,70272723.033,29343583.226,0.0,33901.73,3
18839,18839,U7GNYQOQB6KXZ5GMK,Peugeot,9,871 TUN 5956,VP,Voiture Particulière,2,2022-09-02,20096714.813,12396795.409,0.0,16214.06,1
18840,18840,36TMRGD32FUV4QGC4,Kia,8,831 TUN 5881,AR,Tracteur/Remorque,1,2002-03-01,20410419.463,12275281.549,0.0,15994.6,2
18841,18841,B5IBLRF4RW88AJG72,Dacia,13,936 TUN 1216,VP,Voiture Particulière,5,2015-07-01,27881631.285,,0.0,1571.4,3
18842,18842,IEEN0RI5CHTHBZD63,Hyundai,12,235 TUN 6993,VP,Voiture Particulière,50,2006-03-16,31127052.529,23694913.493,0.0,32668.23,0
18843,18843,B6V30GZPU2CM70BS8,Seat,18,281 TUN 3788,TC,Transport en Commun,2,2006-10-13,68151599.587,32044594.237,0.0,9132.15,4
18844,18844,DZ37G9S67TQ9E0LTT,Volkswagen,8,506 TUN 9833,VU,Véhicule Utilitaire,30,2014-05-16,37598210.157,23541521.335,1159.1,28298.41,4
18845,18845,HNY7QO4TPWW6D2A20,Ford,8,697 TUN 8316,VP,Voiture Particulière,2,2013-07-24,43618329.486,32596315.025,0.0,12100.94,5
18846,18846,9JLEZKA175EBO3WGU,Audi,14,619 TUN 7010,PL,Poids Lourd,1,2004-03-25,37694447.966,17857946.348,9053.28,4576.97,4
18847,18847,PPXPTYN3XDWKQUQ7H,Dacia,17,624 TUN 5539,VP,Voiture Particulière,16,2006-04-10,36891291.197,34193958.237,0.0,35026.16,2
18848,18848,C4A4YKVK6NPKIS5L8,Nissan,7,839 TUN 8444,PL,Poids Lourd,1,2021-05-17,38363614.547,,6864.86,31669.25,3
18849,18849,55WBQFMAOFV67MX8Q,Citroen,11,984 TUN 8778,VP,Voiture Particulière,50,2014-08-26,12501862.707,11141481.124,0.0,6653.81,1
18850,18850,AYPW0LU1HXUUPXGY4,Toyota,9,742 TUN 9480,VU,Véhicule Utilitaire,16,2015-11-08,28999699.811,26238286.738,439.77,16944.41,2
18851,18851,6XHYY0K7L3W1V79GO,Peugeot,17,791 TUN 8046,VP,Voiture Particulière,2,2010-12-13,58754942.451,50961587.514,0.0,15186.09,0
18852,18852,  0VUS6LPLXJ8FL88FK  ,Hyundai,8,668 TUN 7433,VP,Voiture Particulière,9,2012-04-10,235900528.418,186447790.22,0.0,15925.31,3
18853,18853,5RZW4JC6BKNU849HM,Hyundai,10,890 TUN 1412,VU,Véhicule Utilitaire,4,2002-06-21,17994933.656,12278856.552,12255.35,30910.83,1
18854,18854,BPJGJ4USMTKZKM8WR,Nissan,9,630 TUN 5095,AR,Tracteur/Remorque,1,2021-06-12,40600675.369,27355715.881,0.0,25332.06,3
18855,18855,HZWP8K2OZU627WFJM,Nissan,12,484 TUN 5059,PL,Poids Lourd,2,2007-04-17,24697979.337,20747277.389,13705.11,13141.87,5
18856,18856,A8WRGZ8BEXO0FKLF8,Peugeot,6,310 TUN 4989,VP,Voiture Particulière,2,2023-01-04,91475453.906,56937253.432,0.0,1240.24,1
18857,18857,29SZ21W9NOYGBMBTD,BMW,9,182 TUN 6036,VP,Voiture Particulière,5,2011-08-15,-16699075.2,12654809.659,0.0,4114.23,0
18858,18858,GZ9H8F8VKELKNE7F6,Audi,11,559 TUN 3166,TC,Transport en Commun,2,2003-11-14,44912424.266,15846570.632,0.0,14643.39,5
18859,18859,WLN0BR5HJ7909DEB0,Peugeot,9,634 TUN 1221,VP,Voiture Particulière,7,2003-06-26,16258879.19,11419365.31,0.0,20072.69,0
18860,18860,PQLOSNZGPVK1XR538,Dacia,8,841 TUN 9878,VU,Véhicule Utilitaire,2,2014-06-16,28021200.573,22884711.626,13501.99,12537.97,0
18861,18861,JGD045HC54XATC00O,Hyundai,7,724 TUN 9127,VU,Véhicule Utilitaire,2,2019-08-12,32300672.668,26574939.569,5289.86,31223.0,3
18862,18862,P6GRBV1MZKL13NFPU,Toyota,18,231 TUN 3153,VU,Véhicule Utilitaire,5,2002-09-07,56097461.496,28745581.286,14816.77,3149.28,3
18863,18863,RU8R8NNHYNTR1PFJ1,Peugeot,8,713 TUN 9515,VP,Voiture Particulière,7,2003-05-14,19176034.724,9598460.143,0.0,10416.57,1
18864,18864,FPSYE8AIB35N2GZYL,Ford,10,,VP,Voiture Particulière,4,2002-07-26,45784071.438,32799407.396,0.0,11299.62,5
18865,18865,CF5COWIUV41GV9TAK,Audi,9,243 TUN 7382,VP,Voiture Particulière,7,2007-04-06,33169592.998,18836366.355,0.0,16373.16,1
18866,18866,DIVS456DP2P6LCLPO,Peugeot,13,397 TUN 4452,VU,Véhicule Utilitaire,9,2010-09-05,37661615.307,15897977.451,9783.92,11520.8,2
18867,18867,PT2A657EHZCX38DWP,Kia,16,791 TUN 8982,VU,Véhicule Utilitaire,7,2024-03-08,53059348.939,41451419.588,7487.31,8428.42,0
18868,18868,NWDWAEKYGO3XJ8NNV,Opel,12,536 TUN 3974,VP,Voiture Particulière,30,2006-05-22,17304496.387,13041028.637,0.0,7316.32,2
18869,18869,PRSZEAA8W0T4RAA2X,Skoda,9,998 TUN 5482,VP,Voiture Particulière,16,2003-03-05,49281177.233,36013992.363,0.0,35687.07,3
18870,18870,SJ7W0DMEETGVKRZ2F,Opel,7,586 TUN 1102,VP,Voiture Particulière,2,2009-06-08,24724441.641,17793656.56,0.0,28991.73,2
