ID_POLICE,NUM_POLICE,ID_BRANCHE,CODE_PRODUIT,LIB_PRODUIT,BRANCHE,ID_AGENT,ID_CLIENT,TYPE_POLICE,DUREE,PERIODICITE,DATE_EFFET,DATE_ECHEANCE,POLRP,SITUATION,BONUS_MALUS
24020,R0024020,2,27,Multi-Risques Habitation,IRDS,120,5090,individuel,R,T,2024-12-30,2025-12-30,,V,
24021,R0024021,2,78,Tous Risques Informatique,IRDS,128,17890,flotte,R,A,2024-03-16,2025-03-16,,V,
24022,R0024022,2,80,R.C Decenale,IRDS,98,29299,individuel,F,S,2019-04-28,2020-04-27,,V,
24023,R0024023,2,89,R.C Divers,IRDS,194,8720,individuel,R,S,2023-06-26,2024-06-25,,V,
24024,R0024024,2,83,R.C Professionnelle,IRDS,55,17037,individuel,R,C,2023-11-18,2024-11-17,,T,
24025,R0024025,2,19,Assistance En Voyage,IRDS,142,21126,individuel,R,T,2020-05-08,2021-05-08,,S,
24026,R0024026,2,50,Vol,IRDS,133,6399,individuel,R,A,2021-04-04,2022-04-04,,V,
24027,R0024027,2,27,Multi-Risques Habitation,IRDS,59,18114,individuel,S,A,2022-06-21,2023-06-21,,V,
24028,R0024028,2,78,Tous Risques Informatique,IRDS,71,25113,flotte,F,A,2023-02-16,2024-02-16,,S,
24029,R0024029,2,51,Vol Habitations,IRDS,197,2995,individuel,R,A,2023-12-04,2024-12-03,,V,
24030,R0024030,2,83,R.C Professionnelle,IRDS,149,8219,individuel,R,A,2023-12-19,2024-12-18,,V,
24031,R0024031,2,21,Incendie Risque Simple,IRDS,161,26345,individuel,R,T,2022-11-10,2023-11-10,,V,
24032,R0024032,2,83,R.C Professionnelle,IRDS,110,170,individuel,R,A,2020-11-18,2021-11-18,,V,
24033,R0024033,2,78,Tous Risques Informatique,IRDS,79,388,individuel,R,C,2023-02-03,2024-02-03,,S,
24034,R0024034,2,83,R.C Professionnelle,IRDS,137,20499,flotte,S,A,2023-08-01,2024-07-31,R0018086,V,
24035,R0024035,2,21,Incendie Risque Simple,IRDS,78,9371,flotte,F,T,2019-01-31,,,V,
24036,R0024036,2,51,Vol Habitations,IRDS,57,17833,individuel,S,A,2023-11-15,2024-11-14,,R,
24037,R0024037,2,50,Vol,IRDS,128,24614,individuel,R,T,2023-11-01,2024-10-31,,V,
24038,R0024038,2,89,R.C Divers,IRDS,182,28523,individuel,R,A,2019-02-16,2020-02-16,,V,
24039,R0024039,2,50,Vol,IRDS,83,11521,flotte,R,A,2024-07-11,2025-07-11,,V,
24040,R0024040,2,83,R.C Professionnelle,IRDS,58,7600,individuel,R,T,2021-10-28,2022-10-28,,V,
24041,R0024041,2,80,R.C Decenale,IRDS,169,24017,individuel,R,A,2019-12-28,2020-12-27,,S,
24042,R0024042,2,80,R.C Decenale,IRDS,103,1636,individuel,R,C,2020-09-23,2021-09-23,,V,
24043,R0024043,2,19,Assistance En Voyage,IRDS,27,8882,individuel,R,A,2020-04-10,2021-04-10,,V,
24044,R0024044,2,80,R.C Decenale,IRDS,72,11451,individuel,R,S,2019-08-18,2020-08-17,,T,
24045,R0024045,2,83,R.C Professionnelle,IRDS,76,27158,individuel,S,T,2022-03-28,2023-03-28,,R,
24046,R0024046,2,81,R.C Chef De Famille,IRDS,167,21568,individuel,R,C,2019-12-09,2020-12-08,,S,
24047,R0024047,2,81,R.C Chef De Famille,IRDS,5,13479,individuel,R,S,2021-03-18,2022-03-18,,V,
24048,R0024048,2,78,Tous Risques Informatique,IRDS,136,17307,individuel,S,A,2019-03-28,2020-03-27,,V,
24049,R0024049,2,80,R.C Decenale,IRDS,172,4339,individuel,F,C,2021-07-19,2022-07-19,,V,
24050,R0024050,2,27,Multi-Risques Habitation,IRDS,151,19769,individuel,F,A,2022/05/20,2023-05-20,,V,
24051,R0024051,2,80,R.C Decenale,IRDS,141,28210,individuel,R,A,2023-10-04,2024-10-03,,R,
24052,R0024052,2,19,Assistance En Voyage,IRDS,16,22058,individuel,R,A,2024-07-28,2025-07-28,,V,
24053,R0024053,2,51,Vol Habitations,IRDS,33,13438,individuel,S,A,2019-07-02,2020-07-01,,V,
24054,R0024054,2,51,Vol Habitations,IRDS,111,25996,individuel,R,A,2024-10-31,2025-10-31,,V,
24055,R0024055,2,75,Bris De Glaces,IRDS,37,10442,individuel,S,T,2022-05-14,2023-05-14,,A,
24056,R0024056,2,20,Incendie,IRDS,32,12449,individuel,S,A,2022-07-29,2023-07-29,,V,
24057,r0024057,2,51,Vol Habitations,IRDS,185,7310,individuel,R,A,2023-02-21,2024-02-21,,V,
24058,R0024058,2,89,R.C Divers,IRDS,7,18842,individuel,S,A,2021-06-09,2022-06-09,,V,
24059,R0024059,2,75,Bris De Glaces,IRDS,27,7323,flotte,R,C,2019-08-03,2020-08-02,,V,
24060,R0024060,2,78,Tous Risques Informatique,IRDS,131,6858,individuel,R,A,2022-02-13,2023-02-13,,V,
24061,R0024061,2,83,R.C Professionnelle,IRDS,95,28241,individuel,R,C,2021-01-12,2022-01-12,,T,
24062,R0024062,2,89,R.C Divers,IRDS,37,26640,flotte,R,A,2024-10-02,2025-10-02,,V,
24063,R0024063,2,27,Multi-Risques Habitation,IRDS,13,1866,individuel,S,C,2023-07-22,2024-07-21,,V,
24064,R0024064,2,78,Tous Risques Informatique,IRDS,145,14616,flotte,R,S,,2020-07-03,R0019276,V,
24065,R0024065,2,19,Assistance En Voyage,IRDS,49,15488,individuel,R,A,2021-02-07,2022-02-07,,V,
24066,R0024066,2,22,Multi-Risques Entreprise,IRDS,117,19939,individuel,R,C,2021-11-09,2022-11-09,,T,
24067,R0024067,2,80,R.C Decenale,IRDS,132,3162,individuel,R,C,2020-07-09,2021/07/09,,V,
24068,R0024068,2,80,R.C Decenale,IRDS,119,19566,individuel,R,S,2023-09-04,2024-09-03,,R,
24069,R0024069,2,74,Bris De Machine,IRDS,194,11289,individuel,S,C,2019-06-10,2020-06-09,,V,
24070,R0024070,2,83,R.C Professionnelle,IRDS,175,11660,individuel,S,A,2020-01-09,2021-01-08,,R,
24071,R0024071,2,89,R.C Divers,IRDS,105,5459,individuel,R,C,2022-06-26,2023-06-26,,V,
24072,R0024072,2,75,Bris De Glaces,IRDS,38,15419,individuel,S,A,2019-12-31,2020-12-30,,T,
24073,R0024073,2,19,Assistance En Voyage,IRDS,179,25250,individuel,R,C,2023-06-14,2024-06-13,,V,
24074,R0024074,2,83,R.C Professionnelle,IRDS,131,11597,individuel,F,S,2024-11-14,2025-11-14,,V,
24075,,2,27,Multi-Risques Habitation,IRDS,110,19648,flotte,R,A,2023-03-06,2024-03-05,,S,
24076,R0024076,2,51,Vol Habitations,IRDS,192,27550,individuel,S,T,2022-05-27,2023-05-27,,A,
24077,R0024077,2,80,R.C Decenale,IRDS,129,2015,individuel,F,A,2019-07-03,2020-07-02,,V,
24078,R0024078,2,80,R.C Decenale,IRDS,10,27669,individuel,R,A,2020-05-22,2021-05-22,,V,
24079,R0024079,2,19,Assistance En Voyage,IRDS,132,17709,individuel,R,S,2023-06-10,2024-06-09,,V,
24080,R0024080,2,22,Multi-Risques Entreprise,IRDS,194,27264,individuel,F,A,2019-11-08,2020-11-07,,V,
24081,R0024081,2,19,Assistance En Voyage,IRDS,158,4745,individuel,R,A,2021-06-01,2022-06-01,,V,
24082,R0024082,2,17,Assistance En Voyage 2,IRDS,195,17678,flotte,R,A,2020-11-30,2021-11-30,,V,
24083,R0024083,2,74,Bris De Machine,IRDS,133,21523,individuel,R,C,2024-01-16,2025-01-15,,V,
24084,R0024084,2,19,Assistance En Voyage,IRDS,89,10651,individuel,R,A,2019-12-26,2020-12-25,,R,
24085,R0024085,2,75,Bris De Glaces,IRDS,136,25775,individuel,R,T,2023-03-03,2024-03-02,,A,
24086,R0024086,2,21,Incendie Risque Simple,IRDS,120,19091,individuel,R,A,2019-01-17,2020-01-17,,T,
24087,R0024087,2,89,R.C Divers,IRDS,65,6546,individuel,R,A,2022-08-03,2023-08-03,,V,
24088,R0024088,2,20,Incendie,IRDS,159,13095,individuel,F,C,2022-10-28,2023-10-28,,V,
24089,R0024089,2,75,Bris De Glaces,IRDS,144,13379,flotte,R,T,2024-04-02,2025-04-02,R0003070,V,
24090,R0024090,2,27,Multi-Risques Habitation,IRDS,66,22983,individuel,S,A,2019-10-21,2020-10-20,,A,
24091,R0024091,2,22,Multi-Risques Entreprise,IRDS,140,12107,flotte,S,T,2021-06-20,2022-06-20,,V,
24092,R0024092,2,22,Multi-Risques Entreprise,IRDS,172,25803,flotte,R,A,2019-07-20,2020-07-19,,S,
24093,R0024093,2,51,Vol Habitations,IRDS,113,13008,individuel,S,S,2021-01-16,2022-01-16,,V,
24094,R0024094,2,50,Vol,IRDS,131,17862,individuel,R,S,2022-08-11,2023-08-11,,T,
24095,R0024095,2,50,Vol,IRDS,6,16397,individuel,R,S,2022-11-06,2023-11-06,,R,
24096,R0024096,2,21,Incendie Risque Simple,IRDS,178,4271,individuel,S,A,2020-03-24,2021-03-24,,V,
24097,R0024097,2,19,Assistance En Voyage,IRDS,145,654,individuel,S,A,2024-04-06,2025-04-06,,V,
24098,R0024098,2,20,Incendie,IRDS,74,15207,flotte,R,S,2024-10-16,2025-10-16,R0010480,V,
24099,R0024099,2,21,Incendie Risque Simple,IRDS,110,13830,individuel,R,S,2019-03-13,2020-03-12,,V,
24100,R0024100,2,17,Assistance En Voyage 2,IRDS,10,13559,individuel,S,A,2021-10-05,2022-10-05,,V,
24101,R0024101,2,19,Assistance En Voyage,IRDS,102,23006,flotte,R,C,2023-12-14,2024-12-13,,A,
24102,R0024102,2,19,Assistance En Voyage,IRDS,12,13623,individuel,S,T,2020-09-09,2021-09-09,,V,
24103,R0024103,2,83,R.C Professionnelle,IRDS,72,10943,flotte,R,A,2020-10-06,2021-10-06,,V,
24104,R0024104,2,17,Assistance En Voyage 2,IRDS,96,10527,individuel,R,A,2022-09-02,2023-09-02,,V,
24105,R0024105,2,51,Vol Habitations,IRDS,69,4239,individuel,R,C,2021-09-02,2022-09-02,,R,
24106,R0024106,2,17,Assistance En Voyage 2,IRDS,60,9422,flotte,S,A,2024-12-13,2025-12-13,,R,
24107,R0024107,2,27,Multi-Risques Habitation,IRDS,123,26458,individuel,R,S,2024-05-20,2025-05-20,,V,
24108,R0024108,2,83,R.C Professionnelle,IRDS,86,18124,individuel,R,S,2019-04-08,2020-04-07,,V,
24109,R0024109,2,21,Incendie Risque Simple,IRDS,153,22657,flotte,R,T,2019-11-12,2020-11-11,,V,
24110,R0024110,2,50,Vol,IRDS,165,17058,individuel,R,A,2024-05-10,2025-05-10,,V,
24111,R0024111,2,78,Tous Risques Informatique,IRDS,139,19306,individuel,R,T,2021-01-23,2022-01-23,,V,
24112,R0024112,2,21,Incendie Risque Simple,IRDS,189,23984,individuel,R,S,2019-09-28,2020-09-27,,S,
24113,R0024113,2,83,R.C Professionnelle,IRDS,200,26738,individuel,R,A,2020-02-09,2021-02-08,,V,
24114,R0024114,2,17,Assistance En Voyage 2,IRDS,115,10844,individuel,R,S,2022-01-25,2023-01-25,,V,
24115,R0024115,2,50,Vol,IRDS,180,16293,flotte,R,A,2024-01-04,2025-01-03,,V,
24116,R0024116,2,27,Multi-Risques Habitation,IRDS,190,26232,individuel,R,A,2022-08-30,2023-08-30,,V,
24117,R0024117,2,81,R.C Chef De Famille,IRDS,140,5342,individuel,F,A,2022-09-19,2023-09-19,,T,
24118,R0024118,2,22,Multi-Risques Entreprise,IRDS,71,28231,flotte,R,T,2021-02-10,2022-02-10,R0008688,V,
24119,R0024119,2,51,Vol Habitations,IRDS,133,4876,flotte,R,A,2019-10-17,2020-10-16,R0004345,V,
24120,R0024120,2,27,Multi-Risques Habitation,IRDS,8,19566,individuel,S,S,,2022-11-20,,V,
24121,R0024121,2,27,Multi-Risques Habitation,IRDS,167,27549,individuel,R,A,2019-06-03,2020-06-02,,V,
24122,R0024122,2,20,Incendie,IRDS,163,24842,individuel,R,A,2020-10-31,2021-10-31,,R,
24123,R0024123,2,89,R.C Divers,IRDS,180,28452,individuel,F,T,2022-07-30,2023-07-30,,R,
24124,R0024124,2,81,R.C Chef De Famille,IRDS,13,2706,individuel,R,S,2021-03-08,2022-03-08,,V,
24125,R0024125,2,27,Multi-Risques Habitation,IRDS,15,20860,individuel,R,C,2021/08/15,2022-08-15,,R,
24126,R0024126,2,78,Tous Risques Informatique,IRDS,199,29300,individuel,R,A,2019-07-30,2020-07-29,,V,
24127,R0024127,2,80,R.C Decenale,IRDS,11,17567,individuel,S,A,2020-12-31,2021-12-31,,A,
24128,R0024128,2,17,Assistance En Voyage 2,IRDS,121,4898,individuel,R,T,2024-12-31,2025-12-31,,V,
24129,R0024129,2,19,Assistance En Voyage,IRDS,49,28229,flotte,R,A,2022-12-09,,R0016544,V,
24130,R0024130,2,80,R.C Decenale,IRDS,163,23731,individuel,R,S,2022-05-13,2023-05-13,,V,
24131,R0024131,2,74,Bris De Machine,IRDS,53,28809,individuel,F,A,2022-09-03,2023-09-03,,V,
24132,R0024132,2,50,Vol,IRDS,47,11455,individuel,S,A,2019-02-28,2020-02-28,,R,
24133,R0024133,2,21,Incendie Risque Simple,IRDS,55,10905,individuel,S,A,2019-08-07,2020-08-06,,V,
24134,R0024134,2,78,Tous Risques Informatique,IRDS,140,22525,flotte,R,T,2022-09-07,2023-09-07,R0001963,V,
24135,R0024135,2,22,Multi-Risques Entreprise,IRDS,50,17352,individuel,S,A,2022-08-31,2023-08-31,,V,
24136,R0024136,2,78,Tous Risques Informatique,IRDS,195,18776,individuel,R,C,2020-04-30,2021-04-30,,V,
24137,R0024137,2,74,Bris De Machine,IRDS,123,8384,individuel,S,A,2022-12-03,2023-12-03,,V,
24138,R0024138,2,27,Multi-Risques Habitation,IRDS,177,12640,individuel,R,A,2022-07-31,2023-07-31,,V,
24139,R0024139,2,20,Incendie,IRDS,64,17150,individuel,F,A,2022-11-18,2023-11-18,,V,
24140,R0024140,2,19,Assistance En Voyage,IRDS,71,5961,individuel,R,A,2022-12-31,2023-12-31,,V,
24141,R0024141,2,80,R.C Decenale,IRDS,199,20702,individuel,R,S,2022-05-12,2023-05-12,,V,
24142,R0024142,2,19,Assistance En Voyage,IRDS,91,3757,individuel,R,S,2020-02-04,2021-02-03,,V,
24143,R0024143,2,21,Incendie Risque Simple,IRDS,164,17933,individuel,R,T,2023-06-19,2024-06-18,,V,
24144,R0024144,2,21,Incendie Risque Simple,IRDS,7,15721,individuel,R,A,2022-09-05,2023-09-05,,V,
24145,R0024145,2,51,Vol Habitations,IRDS,84,26562,flotte,R,A,2024-09-29,2025-09-29,,S,
24146,R0024146,2,17,Assistance En Voyage 2,IRDS,97,11781,individuel,R,A,2024-09-20,2025-09-20,,T,
24147,R0024147,2,80,R.C Decenale,IRDS,2,12967,individuel,S,A,2024-09-14,2025-09-14,,V,
24148,R0024148,2,81,R.C Chef De Famille,IRDS,77,12271,individuel,R,A,2019-10-08,2020-10-07,,V,
24149,R0024149,2,75,Bris De Glaces,IRDS,181,26588,flotte,R,A,2019-05-08,07-05-2020,R0023529,V,
24150,R0024150,2,27,Multi-Risques Habitation,IRDS,150,806,individuel,R,A,2022-10-30,2023-10-30,,R,
24151,R0024151,2,22,Multi-Risques Entreprise,IRDS,152,18021,individuel,R,A,2024-04-03,2025-04-03,,T,
24152,R0024152,2,80,R.C Decenale,IRDS,44,1957,individuel,R,T,2021-01-24,2022-01-24,,V,
24153,R0024153,2,78,Tous Risques Informatique,IRDS,109,26893,individuel,R,A,2021-05-24,2022-05-24,,V,
24154,R0024154,2,21,Incendie Risque Simple,IRDS,190,29502,flotte,S,S,2019-01-04,2020-01-04,,V,
24155,R0024155,2,78,Tous Risques Informatique,IRDS,189,1174,individuel,R,A,2024-01-17,2025-01-16,,V,
24156,R0024156,2,78,Tous Risques Informatique,IRDS,144,29039,flotte,R,T,2023-10-03,2024-10-02,,R,
24157,R0024157,2,21,Incendie Risque Simple,IRDS,126,19330,individuel,R,A,2024-11-22,2025-11-22,,R,
24158,R0024158,2,81,R.C Chef De Famille,IRDS,162,2084,individuel,R,T,2024-02-08,2025-02-07,,S,
24159,R0024159,2,21,Incendie Risque Simple,IRDS,105,8323,individuel,S,A,2022-07-01,2023-07-01,,T,
24160,R0024160,2,75,Bris De Glaces,IRDS,180,11148,individuel,R,A,2020-12-02,2021-12-02,,R,
24161,R0024161,2,81,R.C Chef De Famille,IRDS,125,5633,flotte,S,A,2020-10-17,2021/10/17,,V,
24162,R0024162,2,74,Bris De Machine,IRDS,113,21899,flotte,R,A,2023-03-07,2024-03-06,R0004523,R,
24163,R0024163,2,51,Vol Habitations,IRDS,180,5790,individuel,R,A,2024-09-11,2025-09-11,,V,
24164,R0024164,2,50,Vol,IRDS,105,3353,individuel,S,A,2021-08-29,2022-08-29,,V,
24165,R0024165,2,19,Assistance En Voyage,IRDS,123,14789,individuel,R,A,2020-08-21,2021-08-21,,V,
24166,R0024166,2,80,R.C Decenale,IRDS,155,26240,individuel,R,A,2023-02-01,2024-02-01,,V,
24167,R0024167,2,80,R.C Decenale,IRDS,182,23564,individuel,R,S,2020-06-24,2021-06-24,,R,
24168,R0024168,2,19,Assistance En Voyage,IRDS,122,7604,individuel,R,C,2024-04-24,2025/04/24,,V,
24169,R0024169,2,51,Vol Habitations,IRDS,82,20902,individuel,R,A,2022-10-05,2023-10-05,,V,
24170,R0024170,2,50,Vol,IRDS,110,15142,individuel,R,A,2023-05-21,2024-05-20,,R,
24171,R0024171,2,80,R.C Decenale,IRDS,14,23164,individuel,F,S,2022-05-10,2023-05-10,,A,
24172,R0024172,2,80,R.C Decenale,IRDS,100,11448,individuel,S,A,2024-09-06,2025-09-06,,R,
24173,R0024173,2,20,Incendie,IRDS,161,6709,individuel,R,S,2022-10-07,2023-10-07,,R,
24174,R0024174,2,78,Tous Risques Informatique,IRDS,14,27867,individuel,R,A,2020-12-06,2021-12-06,,R,
24175,R0024175,2,19,Assistance En Voyage,IRDS,102,5747,individuel,S,A,2024-01-08,,,V,
24176,R0024176,2,50,Vol,IRDS,33,14304,individuel,R,A,2021-02-14,2022-02-14,,V,
24177,R0024177,2,74,Bris De Machine,IRDS,121,27371,individuel,R,A,,2020-01-10,,V,
24178,R0024178,2,78,Tous Risques Informatique,IRDS,118,1574,flotte,R,C,2022-02-28,,R0017822,R,
24179,R0024179,2,19,Assistance En Voyage,IRDS,86,21515,individuel,S,T,2022-02-05,2023-02-05,,V,
24180,R0024180,2,22,Multi-Risques Entreprise,IRDS,29,14658,individuel,R,A,2023-02-19,2024-02-19,,S,
24181,R0024181,2,51,Vol Habitations,IRDS,28,16609,individuel,S,T,2019-12-11,2020-12-10,,S,
24182,R0024182,2,51,Vol Habitations,IRDS,45,16636,individuel,R,A,2023-09-05,2024-09-04,,V,
24183,R0024183,2,81,R.C Chef De Famille,IRDS,116,1787,individuel,R,A,2019-07-09,2020-07-08,,V,
24184,R0024184,2,20,Incendie,IRDS,110,28939,individuel,R,S,2023-03-03,2024-03-02,,V,
24185,R0024185,2,50,Vol,IRDS,56,22812,individuel,S,A,,2025-01-19,,V,
24186,R0024186,2,17,Assistance En Voyage 2,IRDS,56,7822,individuel,R,T,2024-10-03,2025-10-03,,A,
24187,R0024187,2,80,R.C Decenale,IRDS,45,8566,flotte,S,T,2022-12-25,2023-12-25,R0003767,S,
24188,R0024188,2,21,Incendie Risque Simple,IRDS,174,20665,individuel,R,S,2024-08-12,2025-08-12,,S,
24189,R0024189,2,19,Assistance En Voyage,IRDS,167,17616,individuel,R,S,2024-12-24,2025-12-24,,V,
24190,R0024190,2,50,Vol,IRDS,171,19294,individuel,R,A,2021-10-23,2022-10-23,,V,
24191,R0024191,2,89,R.C Divers,IRDS,191,14339,flotte,R,A,2020-06-22,2021-06-22,R0012945,V,
24192,R0024192,2,17,Assistance En Voyage 2,IRDS,29,17921,individuel,R,A,2019-08-23,2020-08-22,,V,
24193,R0024193,2,74,Bris De Machine,IRDS,58,17781,individuel,R,C,09-02-2019,2020-02-09,,R,
24194,R0024194,2,20,Incendie,IRDS,132,8371,individuel,S,A,2022-03-24,2023-03-24,,V,
24195,R0024195,2,27,Multi-Risques Habitation,IRDS,189,17694,individuel,F,C,2024-09-02,02-09-2025,,V,
24196,R0024196,2,83,R.C Professionnelle,IRDS,12,23454,individuel,S,S,2024-07-22,2025-07-22,,V,
24197,R0024197,2,27,Multi-Risques Habitation,IRDS,85,7829,individuel,S,A,2024-11-09,2025-11-09,,V,
24198,R0024198,2,20,Incendie,IRDS,79,25619,individuel,S,A,2022-11-13,2023-11-13,,V,
24199,R0024199,2,19,Assistance En Voyage,IRDS,2,17247,individuel,S,A,2022-05-18,2023-05-18,,V,
24200,R0024200,2,89,R.C Divers,IRDS,84,17687,individuel,R,C,2024-01-22,2025-01-21,,V,
24201,R0024201,2,50,Vol,IRDS,50,5052,individuel,R,A,2019-04-06,2020-04-05,,V,
24202,R0024202,2,21,Incendie Risque Simple,IRDS,149,20648,individuel,S,A,2024-10-15,2025-10-15,,V,
24203,R0024203,2,22,Multi-Risques Entreprise,IRDS,166,9604,individuel,R,T,2023-08-19,2024-08-18,,V,
24204,R0024204,2,80,R.C Decenale,IRDS,88,20508,individuel,R,A,2024-04-06,2025-04-06,,V,
24205,R0024205,2,80,R.C Decenale,IRDS,23,10972,individuel,R,T,2022-10-17,2023-10-17,,A,
24206,R0024206,2,22,Multi-Risques Entreprise,IRDS,128,8607,individuel,R,A,2019-07-22,2020-07-21,,V,
24207,R0024207,2,81,R.C Chef De Famille,IRDS,12,19249,individuel,R,T,2023-03-29,2024-03-28,,V,
24208,R0024208,2,17,Assistance En Voyage 2,IRDS,184,4029,flotte,S,S,2023-03-04,2024-03-03,R0009411,S,
24209,R0024209,2,27,Multi-Risques Habitation,IRDS,22,9648,individuel,R,A,2019-12-10,2020-12-09,,A,
24210,R0024210,2,51,Vol Habitations,IRDS,84,16711,flotte,S,S,2021-08-22,2022-08-22,R0017013,V,
24211,R0024211,2,51,Vol Habitations,IRDS,108,27254,individuel,R,T,2020-10-18,2021-10-18,,V,
24212,R0024212,2,27,Multi-Risques Habitation,IRDS,29,11506,individuel,S,A,2024-03-14,2025-03-14,,A,
24213,R0024213,2,20,Incendie,IRDS,2,22254,individuel,R,T,2024-01-03,2025-01-02,,S,
24214,R0024214,2,20,Incendie,IRDS,1,26860,individuel,R,S,2023-12-06,2024-12-05,,V,
24215,R0024215,2,22,Multi-Risques Entreprise,IRDS,13,10905,flotte,F,A,2020-10-21,2021-10-21,,V,
24216,R0024216,2,89,R.C Divers,IRDS,183,11664,flotte,S,T,2020-09-09,2021-09-09,,R,
24217,R0024217,2,22,Multi-Risques Entreprise,IRDS,108,4415,individuel,R,A,2021-07-25,2022-07-25,,S,
24218,R0024218,2,75,Bris De Glaces,IRDS,94,28965,individuel,F,A,2020-02-29,2021-02-28,,V,
24219,R0024219,2,78,Tous Risques Informatique,IRDS,101,29688,individuel,S,S,2023-08-09,2024-08-08,,V,
24220,R0024220,2,51,Vol Habitations,IRDS,19,17349,individuel,R,A,2022-01-13,2023-01-13,,V,
24221,R0024221,2,50,Vol,IRDS,38,22848,flotte,R,S,2021-07-16,2022-07-16,,T,
24222,R0024222,2,74,Bris De Machine,IRDS,64,2896,flotte,R,A,2024-07-28,2025-07-28,R0021888,V,
24223,R0024223,2,51,Vol Habitations,IRDS,188,8858,individuel,S,A,2023-08-01,2024-07-31,,V,
24224,R0024224,2,89,R.C Divers,IRDS,64,25485,individuel,R,C,2020-05-28,2021-05-28,,V,
24225,R0024225,2,75,Bris De Glaces,IRDS,56,23220,individuel,R,A,2021-07-15,2022-07-15,,V,
24226,R0024226,2,50,Vol,IRDS,53,29148,individuel,R,C,2022-06-13,2023-06-13,,V,
24227,R0024227,2,74,Bris De Machine,IRDS,149,12568,individuel,R,A,2024-05-18,2025-05-18,,R,
24228,R0024228,2,17,Assistance En Voyage 2,IRDS,187,1562,individuel,S,A,2021-06-07,2022-06-07,,S,
24229,R0024229,2,75,Bris De Glaces,IRDS,94,8656,flotte,R,S,2022-06-27,2023-06-27,,V,
24230,R0024230,2,19,Assistance En Voyage,IRDS,142,20273,individuel,R,C,2024-12-01,2025-12-01,,V,
24231,R0024231,2,89,R.C Divers,IRDS,160,7252,individuel,S,A,2021-02-13,2022-02-13,,V,
24232,R0024232,2,19,Assistance En Voyage,IRDS,163,25578,individuel,R,T,2020-05-31,2021-05-31,,V,
24233,R0024233,2,75,Bris De Glaces,IRDS,182,3483,individuel,R,S,2023-06-17,2024-06-16,,V,
24234,R0024234,2,19,Assistance En Voyage,IRDS,179,18337,individuel,S,A,2024-12-27,2025-12-27,,V,
24235,R0024235,2,21,Incendie Risque Simple,IRDS,80,15086,flotte,R,A,2024-03-09,2025-03-09,R0020177,V,
24236,R0024236,2,19,Assistance En Voyage,IRDS,130,22296,individuel,R,T,2020-05-08,2021-05-08,,S,
24237,R0024237,2,51,Vol Habitations,IRDS,129,20198,individuel,R,A,2023-06-09,2024-06-08,,V,
24238,R0024238,2,20,Incendie,IRDS,57,28833,flotte,S,S,2024-07-10,2025-07-10,R0021387,V,
24239,R0024239,2,17,Assistance En Voyage 2,IRDS,113,13943,flotte,R,S,2021-10-24,2022-10-24,,V,
24240,R0024240,2,81,R.C Chef De Famille,IRDS,59,3905,individuel,R,A,2021-03-08,2022-03-08,,V,
24241,R0024241,2,21,Incendie Risque Simple,IRDS,43,28164,individuel,R,A,2020-03-31,2021-03-31,,V,
24242,R0024242,2,17,Assistance En Voyage 2,IRDS,33,27259,flotte,R,A,2020-01-22,2021-01-21,R0006552,V,
24243,R0024243,2,50,Vol,IRDS,174,17924,flotte,R,A,2023-02-02,2024-02-02,R0013164,R,
24244,R0024244,2,17,Assistance En Voyage 2,IRDS,165,15338,individuel,S,A,,2021-07-23,,S,
24245,R0024245,2,22,Multi-Risques Entreprise,IRDS,99,15728,individuel,R,A,2020-04-21,2021-04-21,,V,
24246,R0024246,2,74,Bris De Machine,IRDS,133,17077,individuel,R,A,2019-10-30,2020-10-29,,V,
24247,R0024247,2,51,Vol Habitations,IRDS,153,3489,individuel,R,A,2022-02-03,2023-02-03,,V,
24248,R0024248,2,21,Incendie Risque Simple,IRDS,195,2608,individuel,S,A,2024-02-18,2025-02-17,,S,
24249,R0024249,2,21,Incendie Risque Simple,IRDS,32,24467,individuel,R,A,2020-04-13,2021-04-13,,V,
24250,R0024250,2,51,Vol Habitations,IRDS,77,16055,individuel,S,S,,2025-10-17,,T,
24251,R0024251,2,51,Vol Habitations,IRDS,37,12701,individuel,S,A,2019-10-19,2020-10-18,,V,
24252,R0024252,2,19,Assistance En Voyage,IRDS,155,8904,individuel,R,C,2022-07-24,2023-07-24,,R,
24253,R0024253,2,19,Assistance En Voyage,IRDS,7,28464,individuel,F,S,2023-05-20,2024-05-19,,R,
24254,R0024254,2,80,R.C Decenale,IRDS,145,1678,individuel,R,S,2021-04-12,,,A,
24255,R0024255,2,78,Tous Risques Informatique,IRDS,119,23686,flotte,R,S,2023-07-13,2024-07-12,,V,
24256,R0024256,2,20,Incendie,IRDS,92,13484,individuel,R,C,2019-03-02,2020-03-01,,V,
24257,R0024257,2,81,R.C Chef De Famille,IRDS,186,28862,individuel,R,A,2020-11-17,2021-11-17,,S,
24258,R0024258,2,21,Incendie Risque Simple,IRDS,12,13769,individuel,R,T,2022-11-20,2023-11-20,,V,
24259,R0024259,2,50,Vol,IRDS,128,5743,individuel,R,A,2023-05-19,2024-05-18,,V,
24260,R0024260,2,17,Assistance En Voyage 2,IRDS,122,17154,individuel,R,A,2020-02-10,2021-02-09,,V,
