NUM_QUITTANCE,ID_BRANCHE,BRANCHE,ID_POLICE,ID_AGENT,ANNEE_EMISSION,MOIS_EMISSION,DATE_EMISSION,DATE_ANNULATION,MOIS_ANNULATION,ANNEE_ANNULATION,NATURE_ANNULATION,SITUATION_ANNULATION,MT_RC_ANN,MT_DOM_ANN,MT_INC_ANN,MT_VOL_ANN,MT_PNN_ANN,MT_FGA_ANN,MT_TIMBRE,MT_PTT_ANN,MT_COMMISSION_ANN
QA00048157,1,AUTO,16754,55,2020,1,2020-01-02,2024-09-23,9,2024,NEANT,En Cours,219.904,0.0,0.0,0.0,256.937,54.976,8.074,334.195,44.338
QA00048246,1,AUTO,9101,89,2020,2,2020-01-11,2023-03-12,3,2023,Rist.Bank,Anterieur,832.134,0.0,83.408,0.0,956.896,208.034,9.197,1243.059,208.579
QA00048302,1,AUTO,9242,1,2022,3,2022-08-20,2022-10-30,10,2022,Rist.Cheque,Anterieur,90.034,49.118,0.0,0.0,139.152,22.509,11.873,181.652,22.84
QA00048317,1,AUTO,1974,146,2023,9,2022-11-18,2024-02-05,2,2024,NEANT,Anterieur,206.509,71.396,0.0,0.0,378.683,51.627,14.036,472.37,42.58
QA00048319,1,AUTO,5982,127,2025,6,2024-05-01,2025-11-01,5,2024,Rist.Bank,Anterieur,276.805,0.0,0.0,0.0,343.295,69.201,12.979,451.909,59.548
QA00048345,1,AUTO,18976,195,2021,8,2020-01-19,2022-06-14,6,2022,Annulation,En Cours,86.903,0.0,0.0,15.701,102.604,21.726,13.967,143.43,18.734
QA00048366,1,AUTO,14774,186,2024,7,2022-07-01,2023-02-25,7,2022,Rist.Bank,En Cours,205.286,56.187,35.036,10.854,369.492,51.322,9.735,458.789,42.464
QR00048368,2,IRDS,26654,178,2022,8,2020-12-09,2024-11-14,11,2024,Rist.Agent,En Cours,505.6,39.166,0.0,46.311,591.077,126.4,4.618,757.773,91.789
QA00048460,1,AUTO,8470,127,0,6,2020-06-17,2023-03-08,3,2023,Rist.Caisse,Anterieur,170.079,148.12,0.0,0.0,370.807,42.52,7.354,441.703,43.234
QA00048673,1,AUTO,9337,173,2021,3,2021-09-07,2022-04-08,4,2022,Rist.Agent,Anterieur,307.403,102.716,159.112,32.229,638.393,76.851,13.076,778.993,112.674
QA00048723,1,AUTO,18362,181,2025,5,2022-06-19,2024-06-29,6,2022,Rist.Agent,En Cours,387.862,0.0,0.0,19.941,440.285,96.966,9.48,573.468,47.981
QA00048735,1,AUTO,14241,148,2020,7,2019-01-02,2021-03-27,3,2021,Annulation,Anterieur,0.0,86.93,0.0,0.0,925.581,140.055,11.602,1139.784,184.088
QA00048753,1,AUTO,10991,136,2024,5,2024-01-26,2024-05-18,5,2024,Rist.Bank,Anterieur,131.292,85.832,0.0,0.0,297.36,32.823,10.265,361.044,62.598
QA00048764,1,AUTO,12000,101,2024,5,2023-10-05,2024-07-12,10,2023,Annulation,Anterieur,306.312,0.0,0.0,0.0,382.11,76.578,6.098,493.762,62.925
QA00048776,1,AUTO,4617,190,2025,1,2022-01-10,2024-12-05,1,2022,Rist.Bank,En Cours,74.762,21.369,12.919,0.0,142.563,18.691,5.338,176.782,21.538
QA00048807,1,AUTO,18265,39,2020,4,2018-12-11,2023-10-28,10,2023,NEANT,En Cours,109.053,31.136,0.0,24.966,254.713,27.263,5.138,305.723,50.497
QA00048824,1,AUTO,14662,92,2023,6,2022-04-15,2024-09-19,9,2024,Rist.Cheque,En Cours,107.242,75.926,0.0,38.713,274.595,26.811,10.261,328.921,41.75
QA00048909,1,AUTO,6192,52,2022,2,2022-02-27,,10,2024,Rist.Bank,Anterieur,984.509,60.668,0.0,32.396,1110.302,246.127,6.191,1433.302,178.056
QA00048937,1,AUTO,19995,145,2019,6,2019-11-22,2021-12-20,12,2021,Rist.Cheque,Anterieur,934.026,119.889,38.744,0.0,1302.88,233.506,7.525,1621.288,170.432
QA00048975,1,AUTO,16188,136,2019,3,2018-09-26,2019-05-14,5,2019,NEANT,En Cours,111.103,11.676,0.0,0.0,144.09,27.776,11.066,190.524,22.287
QA00049030,1,AUTO,8888,2,2021,1,2021-04-07,2022-03-21,3,2022,Rist.Caisse,En Cours,386.803,0.0,0.0,31.697,485.167,96.701,13.389,632.828,68.281
QS00049116,3,SANTE,28505,81,2019,4,2018-07-19,2019-03-29,3,2019,Rist.Cheque,En Cours,0.0,0.0,0.0,0.0,45933.0,0.0,19.667,48701.682,3970.367
QA00049135,1,AUTO,1682,27,2024,11,2023-04-23,2024-06-08,4,2023,Rist.Caisse,En Cours,177.939,0.0,0.0,37.949,256.136,44.485,7.81,325.596,41.885
QR00049230,2,IRDS,26662,133,2024,5,2023-04-03,2023-06-18,4,2023,Rist.Agent,Anterieur,0.0,65.169,0.0,0.0,65.169,0.0,5.506,74.725,4.994
QR00049236,2,IRDS,25606,149,2023,4,2022-05-09,,3,2023,Rist.Caisse,En Cours,0.0,117.753,0.0,0.0,117.753,0.0,5.342,130.932,19.428
QA00049251,1,AUTO,1219,45,2021,2,2020-11-25,2022-06-29,6,2022,Rist.Caisse,En Cours,68.136,0.0,25.317,0.0,150.503,17.034,14.053,192.635,25.084
QA00049346,1,AUTO,18197,1,2022,5,2022-11-21,,5,2023,Rist.Bank,En Cours,95.651,98.606,0.0,7.583,234.933,23.913,8.595,285.473,49.439
QA00049393,1,AUTO,9794,71,2020,6,2019-01-25,2020-07-02,7,2020,Rist.Bank,Anterieur,175.718,183.779,0.0,0.0,359.497,43.929,13.368,441.656,78.606
QA00049459,1,AUTO,19719,107,2022,6,2022-11-13,2023-08-04,8,2023,Annulation,Anterieur,222.527,42.613,0.0,75.353,346.87,55.632,5.49,431.435,75.093
QR00049496,2,IRDS,25291,153,2024,10,2023-02-24,2023-10-26,10,2023,NEANT,En Cours,223.011,29.374,0.0,0.0,252.385,55.753,6.868,331.756,34.621
QA00049615,1,AUTO,10168,75,2022,9,2021-01-06,,12,2022,NEANT,En Cours,743.46,130.064,0.0,41.771,915.295,185.865,13.723,1161.866,133.862
QR00049629,2,IRDS,26841,192,2020,9,2020-11-14,2021-02-25,2,2021,NEANT,Anterieur,241.549,52.118,0.0,38.656,332.323,60.387,6.527,421.397,25.355
QA00049744,1,AUTO,15815,25,2025,4,2022-08-09,2024-08-06,8,2022,Rist.Agent,Anterieur,277.823,118.453,16.669,48.861,530.756,69.456,11.615,653.986,87.893
QA00049831,1,AUTO,16556,51,2025,1,2023-11-12,2025-08-09,11,2023,Annulation,En Cours,5351.963,946.432,44.131,0.0,6361.333,1337.991,10.442,8189.139,0.0
QR00049937,2,IRDS,27910,35,2023,11,2022-08-23,2024-04-13,4,2024,Ann.Cxp,En Cours,0.0,79.292,0.0,60.385,139.677,0.0,6.117,151.49,9.845
QA00050061,1,AUTO,10745,158,2020,5,2020-02-05,2021-10-12,10,2021,Rist.Caisse,Anterieur,216.992,80.29,0.0,6.606,331.742,54.248,7.671,411.956,65.024
QR00050110,2,IRDS,23075,59,2021,4,2020-06-18,2024-09-09,9,2024,NEANT,En Cours,0.0,85.615,0.0,0.0,85.615,0.0,7.72,98.469,12.236
QA00050172,1,AUTO,15748,129,2023,12,2022-03-28,2023-11-19,11,2023,Rist.Cheque,Anterieur,2465.054,0.0,0.0,0.0,2465.054,616.264,5.62,3276.261,563.396
QA00050241,1,AUTO,14239,181,2021,7,2020-11-22,2021-12-29,12,2021,NEANT,Anterieur,17239.244,6566.603,28.539,0.0,24020.131,4309.811,11.596,30144.902,5344.201
QA00050293,1,AUTO,3043,76,2019,9,2018-11-29,2024-07-06,7,2024,Rist.Cheque,Anterieur,149.575,90.678,0.0,81.084,357.497,37.394,9.083,424.115,75.998
QA00050434,1,AUTO,17989,81,2023,6,2023-07-19,2024-09-14,9,2024,Rist.Cheque,En Cours,133.672,133.091,0.0,43.747,355.274,33.418,5.404,416.853,41.829
QA00050457,1,AUTO,2269,119,2020,4,2019-08-08,2022-01-18,1,2022,NEANT,En Cours,99.529,16.359,0.0,0.0,145.975,24.882,14.868,195.725,21.914
QA00050465,1,AUTO,17401,153,2024,4,2024-01-12,2024-07-15,7,2024,Rist.Bank,En Cours,523.579,106.201,104.447,0.0,844.983,130.895,9.114,1033.501,113.469
QR00050529,2,IRDS,23094,49,2020,4,2019-11-17,2024-04-20,4,2024,Annulation,Anterieur,0.0,172.076,0.0,0.0,172.076,0.0,3.213,185.866,25.58
QS00050530,3,SANTE,28613,55,2019,3,2018-03-03,2020-05-30,5,2020,Rist.Caisse,En Cours,0.0,0.0,0.0,0.0,1343.825,0.0,10.801,1417.636,67.627
QA00050559,1,AUTO,7138,35,2022,4,2021-07-08,2024-01-14,1,2024,Rist.Agent,Anterieur,363.522,0.0,0.0,0.0,403.515,90.88,14.654,536.296,90.737
QA00050595,1,AUTO,15111,114,2022,2,2022-09-02,2022-11-01,11,2022,Annulation,En Cours,2199145.798158244,0.0,0.0,0.0,27435.76,6836.889,10.903,35718.579,5447.853
QR00050672,2,IRDS,25766,145,2020,12,2020-04-25,2020-08-05,4,2020,Rist.Bank,En Cours,0.0,97.214,0.0,0.0,97.214,0.0,9.785,112.527,13.342
QA00050734,1,AUTO,4215,126,9999,10,2020-12-04,2022-02-08,2,2022,Annulation,Anterieur,947.538,365.594,0.0,31.592,1473.895,236.885,8.365,1801.928,287.775
QA00050756,1,AUTO,2290,72,2022,2,2021-04-16,2024-09-09,9,2024,Rist.Caisse,Anterieur,186.098,187.572,0.0,0.0,417.105,46.525,11.309,500.055,89.112
QA00050758,1,AUTO,15879,199,2020,1,2020-06-12,2024-10-02,10,2024,Rist.Agent,Anterieur,459.024,113.305,60.459,0.0,681.231,114.756,6.009,844.753,135.5
QA00050792,1,AUTO,17081,32,2022,5,2022-08-20,2024-08-28,8,2024,Rist.Agent,En Cours,0.0,20.925,20.798,0.0,110.173,11.08,8.566,135.879,11.349
QR00050979,2,IRDS,22063,100,2023,9,2023-04-23,2024-02-18,2,2024,Rist.Caisse,En Cours,167.036,148.352,0.0,75.396,390.784,41.759,9.426,463.138,24.88
QS00051064,3,SANTE,28896,169,2022,3,2021-02-12,2023-08-27,8,2023,Rist.Bank,En Cours,0.0,0.0,0.0,0.0,26847.37,0.0,6.02,28311.752,2774.494
QA00051133,1,AUTO,14125,196,2022,3,2022-01-07,2022-10-17,1,2022,Rist.Bank,Anterieur,198.704,80.096,15.686,0.0,345.51,49.676,13.323,433.523,62.587
QR00051168,2,IRDS,27880,126,0,1,2018-05-27,2024-07-27,7,2024,Rist.Bank,En Cours,0.0,0.0,0.0,8.461,8.461,0.0,9.537,18.555,2.524
QA00051192,1,AUTO,2527,100,2021,4,2020-03-08,2021-04-16,4,2021,NEANT,En Cours,111.456,126.728,0.0,36.358,346.443,27.864,13.467,409.828,63.3
QA00051199,1,AUTO,10627,86,2019,7,2019-01-15,2020-08-26,8,2020,Rist.Caisse,En Cours,145.659,100.671,0.0,0.0,331.932,36.415,8.856,402.286,65.765
QA00051357,1,AUTO,16174,151,2025,10,2023-10-05,2025-03-09,10,2023,NEANT,En Cours,130.586,142.291,73.566,21.532,367.975,32.647,7.503,426.532,62.363
QA00051383,1,AUTO,8268,110,2023,10,2021-12-25,2023-12-28,12,2023,Rist.Cheque,Anterieur,59.266,38.052,16.295,4.76,141.414,14.816,14.947,180.798,30.7
QR00051393,2,IRDS,25056,41,2023,7,2021-12-23,2024-06-15,6,2024,Annulation,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,5.515,5.515,0.28
QA00051484,1,AUTO,11560,98,2019,6,2019-02-16,2020-10-02,10,2020,Annulation,En Cours,162.957,86.647,10.339,0.0,302.652,40.739,14.86,380.298,49.295
QR00051573,2,IRDS,24986,159,2019,11,2019-06-04,2021-12-12,12,2021,Rist.Agent,Anterieur,191.825,0.0,0.0,0.0,191.825,47.956,8.601,257.427,35.876
QA00051911,1,AUTO,16097,72,2019,3,2018-10-20,,8,2020,Rist.Bank,Anterieur,399.481,83.615,0.0,22.964,574.153,99.87,14.929,725.626,123.058
QA00051917,1,AUTO,6193,55,2021,3,2020-09-01,2023-07-02,7,2023,NEANT,Anterieur,157.72,0.0,5.651,0.0,191.256,39.43,14.927,258.2,41.015
QA00051949,1,AUTO,16158,69,2025,2,2024-08-08,2024-11-03,11,2024,Rist.Cheque,Anterieur,37.301,0.0,19.43,0.0,56.731,9.325,9.757,80.2,7.461
QR00052008,2,IRDS,20784,175,2021,9,2021-02-24,2022-03-08,3,2022,Rist.Caisse,Anterieur,164.801,0.0,0.0,26.508,191.309,41.2,5.104,250.039,22.579
QR00052014,2,IRDS,27519,11,2023,6,2022-07-25,2024-04-05,4,2024,Rist.Bank,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,7.851,7.851,0.394
QA00052083,1,AUTO,6969,47,2025,11,,,4,2024,NEANT,Anterieur,82.442,54.709,0.0,0.0,193.064,20.61,8.324,233.067,35.4
QR00052195,2,IRDS,20093,52,2022,8,2021-12-12,2023-12-20,12,2023,Rist.Bank,Anterieur,164.35,117.212,0.0,0.0,281.562,41.087,4.932,345.432,26.275
QA00052251,1,AUTO,6052,98,2023,5,2022-09-13,2023-09-08,9,2023,Rist.Bank,Anterieur,965.531,226.457,0.0,0.0,1283.95,241.383,9.416,1621.503,198.771
QA00052281,1,AUTO,7771,139,2021,12,2020-03-02,2021-12-20,12,2021,Rist.Bank,Anterieur,17428.118,2475.319,0.0,30.172,19933.609,4357.029,9.269,25877.788,3769.084
QA00052286,1,AUTO,7240,11,2019,3,2018-08-22,2021-05-08,5,2021,Rist.Bank,Anterieur,63.41,133.967,0.0,0.0,266.344,15.852,9.71,311.917,29.6
QA00052295,1,AUTO,18947,142,2025,4,2024-05-31,2024-07-19,7,2024,NEANT,En Cours,71.688,133.365,0.0,0.0,225.37,17.922,10.208,267.532,29.653
QA00052323,1,AUTO,16574,138,2022,2,2022-04-11,2022-10-01,10,2022,Rist.Cheque,Anterieur,4846.495,1607.63,0.0,0.0,6508.507,1211.624,11.998,8210.8,808.661
QA00052338,1,AUTO,9283,152,2020,3,2020-07-16,2022-07-07,7,2022,Rist.Cheque,Anterieur,295.213,100.05,0.0,37.423,542.946,73.803,9.52,656.087,115.139
QR00052397,2,IRDS,23760,179,2023,8,2022-07-08,2023-10-14,10,2023,Ann.Cxp,Anterieur,0.0,145.643,0.0,0.0,145.643,0.0,6.95,161.189,19.08
QA00052427,1,AUTO,9049,136,2023,9,2022-05-13,2024-07-02,7,2024,Annulation,Anterieur,184.931,175.323,99.608,0.0,602.075,46.233,13.066,0.0,56.52
QA00052470,1,AUTO,8061,72,2025,7,2024-12-04,2025-11-10,12,2024,Rist.Caisse,En Cours,2766.677,2787.367,0.0,0.0,5614.743,691.669,8.807,6666.186,627.265
QA00052526,1,AUTO,1216,31,1900,11,2021-07-06,2024-01-30,1,2024,Rist.Caisse,En Cours,235.03,0.0,0.0,0.0,235.03,58.758,8.031,319.186,26.383
QA00052530,1,AUTO,9937,177,2021,8,2021-08-29,2022-07-09,7,2022,Rist.Caisse,En Cours,495.653,48.203,34.247,0.0,578.103,123.913,12.826,746.888,127.702
QA00052554,1,AUTO,6204,98,2025,1,2022-09-02,2025-11-16,9,2022,Rist.Caisse,Anterieur,132.498,292.905,0.0,0.0,460.104,33.124,5.804,528.125,42.738
QA00052568,1,AUTO,14343,18,2024,5,2022-11-08,2022-12-22,11,2022,Ann.Cxp,Anterieur,517.551,110.146,0.0,0.0,627.697,129.388,6.742,808.352,109.763
QA00052577,1,AUTO,7917,17,2019,3,2019-11-30,2023-11-10,11,2023,NEANT,Anterieur,113.675,257.739,99.812,0.0,492.826,28.419,5.109,562.33,66.7
QA00052589,1,AUTO,14573,106,2022,1,2022-02-21,2022-07-19,2,2022,Rist.Bank,Anterieur,192.587,0.0,0.0,0.0,235.684,48.147,9.665,305.907,33.332
QA00052604,1,AUTO,6781,194,2019,4,2019-08-13,2021-04-13,4,2021,Rist.Bank,Anterieur,273.41,0.0,66.927,0.0,560.223,68.353,11.844,684.541,75.338
QA00052645,1,AUTO,13381,125,2021,3,2021-09-21,2022-11-19,11,2022,Ann.Cxp,En Cours,422.352,0.0,0.0,50.135,488.677,105.588,7.476,628.981,111.579
QA00052649,1,AUTO,7528,144,2025,11,2024-09-09,2025-02-12,9,2024,Rist.Cheque,En Cours,2571.088,444.545,64.84,21.795,3151.356,642.772,12.826,4003.156,592.971
QA00052661,1,AUTO,12669,36,2020,5,2019-10-04,2023-07-15,7,2023,Ann.Cxp,En Cours,180.587,200.273,49.111,0.0,449.599,45.147,5.641,529.198,71.175
QR00052679,2,IRDS,27899,86,2023,9,2022-09-15,2024-10-11,10,2024,Ann.Cxp,Anterieur,0.0,20.243,0.0,0.0,20.243,0.0,8.985,30.552,2.753
QA00052714,1,AUTO,3485,100,2022,10,2021-10-05,2024-07-19,7,2024,Rist.Bank,Anterieur,404.774,43.415,47.93,38.45,623.766,101.194,12.562,780.816,102.158
QA00052762,1,AUTO,3233,194,2023,10,2022-10-01,2024-06-06,6,2024,NEANT,Anterieur,3718.652,0.0,0.0,39.661,3774.949,929.663,11.048,4961.168,885.622
QA00052773,1,AUTO,1667,185,2022,12,2022-04-29,2022-10-12,10,2022,Annulation,Anterieur,60.882,0.0,0.0,0.0,224.366,15.22,7.734,261.185,30.648
QA00052787,1,AUTO,289,141,2022,10,2021-10-12,2024-06-23,6,2024,Rist.Caisse,Anterieur,538.82,0.0,0.0,52.704,888.861,134.705,5.037,1074.652,170.193
QS00052878,3,SANTE,28688,198,2020,3,2019-05-04,2022-02-12,2,2022,Rist.Cheque,Anterieur,0.0,0.0,0.0,0.0,49648.704,0.0,7.53,51908.715,4339.388
QA00052901,1,AUTO,17426,162,2022,9,2020-12-19,2022-06-01,6,2022,Rist.Agent,En Cours,322.236,0.0,85.85,37.283,533.508,80.559,9.7,652.744,0.0
QA00052906,1,AUTO,13735,195,2025,12,2024-09-09,2025-01-05,9,2024,NEANT,Anterieur,417.091,103.659,0.0,0.0,541.281,104.273,14.078,689.579,73.288
QR00053028,2,IRDS,21861,191,2025,12,2022-03-25,2024-09-15,3,2022,Rist.Bank,En Cours,0.0,0.0,0.0,14.623,14.623,0.0,8.829,24.222,2.552
QR00053047,2,IRDS,27458,71,2025,5,2023-11-05,2024-12-28,11,2023,Ann.Cxp,En Cours,0.0,61.7,0.0,30.564,92.264,0.0,3.463,101.69,8.208
QA00053126,1,AUTO,16641,126,2021,10,2021-09-19,2024-06-03,6,2024,Ann.Cxp,En Cours,1864.029,1248.57,11.277,8.613,3150.709,466.007,10.843,3820.385,529.474
QR00053137,2,IRDS,21189,91,2023,10,2023-03-29,2024-07-15,7,2024,Rist.Caisse,En Cours,0.0,53.465,0.0,20.605,74.07,0.0,9.449,87.693,12.682
QS00053183,3,SANTE,28171,119,2023,9,2023-10-30,2024-01-02,1,2024,NEANT,Anterieur,0.0,0.0,0.0,0.0,95842.984,0.0,11.662,99003.052,7000.828
QR00053190,2,IRDS,21896,98,2022,5,2021-04-10,2023-05-26,5,2023,Rist.Agent,En Cours,0.0,62.182,0.0,0.0,62.182,0.0,7.483,73.891,6.889
QA00053199,1,AUTO,8213,62,2021,4,2021-04-07,2023-02-12,2,2023,Ann.Cxp,En Cours,245.448,126.671,13.682,36.564,516.661,61.362,8.653,624.714,106.714
QA00053254,1,AUTO,19970,147,2025,8,2022-01-04,2024-09-03,1,2022,NEANT,En Cours,346.666,50.522,0.0,0.0,71929.73298449337,86.666,5.644,520.336,71.716
QA00053276,1,AUTO,19539,166,2020,2,2020-08-30,2023-10-31,10,2023,Rist.Bank,Anterieur,151.02,132.997,63.057,0.0,381.599,37.755,14.045,455.352,76.975
QA00053277,1,AUTO,8720,141,2020,7,2019-09-28,2022-06-12,6,2022,NEANT,En Cours,77.145,14.232,0.0,0.0,180.568,19.286,5.627,216.057,26.845
QA00053281,1,AUTO,17251,197,2019,9,2018-03-17,,5,2022,Rist.Agent,En Cours,258.588,38.105,0.0,24.009,320.702,64.647,14.114,416.633,48.148
QA00053296,1,AUTO,13889,191,2022,2,2021-12-03,2023-03-15,3,2023,Ann.Cxp,Anterieur,260.587,0.0,0.0,0.0,260.587,65.147,14.336,356.586,63.338
QA00053382,1,AUTO,17832,76,2020,6,2020-02-20,2023-03-04,3,2023,Annulation,Anterieur,247.51,16.856,0.0,0.0,428.052,61.877,14.526,531.195,54.914
QS00053478,3,SANTE,28424,141,2019,12,2018-05-09,2019-08-30,8,2019,Rist.Caisse,Anterieur,0.0,0.0,0.0,0.0,40929.944,0.0,12.619,42981.699,1889.426
QA00053479,1,AUTO,4369,113,2025,4,2022-09-13,2025-03-15,9,2022,NEANT,Anterieur,12029.355,1632.467,0.0,20.331,13751.171,3007.339,6.643,17659.32,1763.726
QR00053490,2,IRDS,26453,38,2025,7,2025-10-28,,5,2024,Annulation,En Cours,0.0,0.0,0.0,49.87,49.87,0.0,3.271,56.178,6.06
QA00053581,1,AUTO,1470,38,2020,11,2020-06-19,2021-08-01,8,2021,Rist.Cheque,Anterieur,196.719,26.184,0.0,0.0,222.903,49.18,6.348,289.655,37.635
QA00053744,1,AUTO,9321,146,2025,5,2024-03-27,2024-08-16,8,2024,NEANT,En Cours,1276.058,0.0,13.36,0.0,1413.609,319.014,6.787,1837.092,285.083
QA00053780,1,AUTO,2561,177,2024,4,2023-06-28,2023-08-27,6,2023,Rist.Agent,Anterieur,293444.1310022208,0.0,25.307,11.303,4370.621,1060.306,9.902,5789.771,871.642
QA00053909,1,AUTO,1762,56,2021,10,2020-08-24,2023-04-08,4,2023,Ann.Cxp,En Cours,629.051,81.357,42.231,41.339,869.066,157.263,12.53,1098.987,87.965
QA00053913,1,AUTO,524,16,2025,6,2022-09-10,2024-02-09,9,2022,NEANT,Anterieur,164.141,0.0,48.432,0.0,212.573,41.035,11.525,281.541,31.459
QA00053973,1,AUTO,16131,154,2023,2,2022-12-16,2024-02-26,2,2024,NEANT,Anterieur,75.772,200.185,16.301,12.439,394.355,18.943,9.248,442.67,66.069
QR00054092,2,IRDS,23885,160,2021,1,2021-05-11,2024-01-24,1,2024,Rist.Bank,Anterieur,0.0,67.138,0.0,0.0,67.138,0.0,3.614,74.31,8.166
QS00054150,3,SANTE,28255,152,2025,5,2023-02-17,2025-09-22,2,2023,Rist.Bank,En Cours,0.0,0.0,0.0,0.0,28308.696,0.0,17.339,29376.164,2677.961
QA00054178,1,AUTO,3902,129,2020,12,2020-09-26,2021-03-26,3,2021,Rist.Caisse,En Cours,53.063,46.041,0.0,12.517,154.66,13.266,6.003,181.935,21.728
QA00054223,1,AUTO,6758,24,2020,6,2019-05-30,2021-06-05,6,2021,Rist.Caisse,Anterieur,1583.404,0.0,115.619,0.0,1866.075,395.851,12.127,2367.536,393.438
QA00054291,1,AUTO,12254,162,2023,4,2023-11-20,2024-08-17,8,2024,NEANT,En Cours,700.063,0.0,56.463,0.0,848.668,175.016,5.796,1093.346,161.847
QA00054306,1,AUTO,581,112,2021,4,2020-04-17,2021-11-26,11,2021,Rist.Bank,En Cours,251.489,0.0,34.313,44.946,397.612,62.872,13.535,495.041,85.674
QR00054386,2,IRDS,22070,15,2020,1,2020-10-16,2021-09-05,9,2021,Rist.Agent,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,5.903,5.903,0.648
QA00054396,1,AUTO,19369,45,2022,3,2021-01-29,2024-01-20,1,2024,Rist.Agent,En Cours,158.555,0.0,0.0,9.764,204.925,39.639,7.764,265.611,25.179
QA00054409,1,AUTO,490,184,2019,2,2019-09-15,2024-04-23,4,2024,Rist.Bank,Anterieur,300.8,0.0,0.0,38.695,339.495,75.2,9.229,450.453,51.259
QS00054484,3,SANTE,29630,98,2022,3,2021-07-23,2023-03-12,3,2023,Ann.Cxp,Anterieur,0.0,0.0,0.0,0.0,11279.037,0.0,9.539,11790.137,578.528
QA00054592,1,AUTO,3179,91,2024,12,2024-02-06,2024-04-24,4,2024,Rist.Agent,Anterieur,91.95,18.26,5.663,0.0,115.873,22.988,6.654,152.4,19.388
QA00054599,1,AUTO,13871,85,2020,6,2020-01-21,,4,2024,NEANT,En Cours,160.257,119.035,0.0,16.794,352.8,40.064,11.675,423.855,68.592
QA00054621,1,AUTO,19331,181,2023,4,2022-01-09,2024-08-03,8,2024,Rist.Bank,En Cours,166.162,85.511,64.142,0.0,347.75,41.541,5.622,413.05,42.013
QA00054640,1,AUTO,19415,80,2019,11,2019-04-02,2021-03-18,3,2021,NEANT,En Cours,1678.959,0.0,41.71,9.169,1745.28,419.74,5.679,2308.61,305.37
QA00054720,1,AUTO,3158,153,2025,5,2023-11-18,2024-12-27,11,2023,Rist.Cheque,En Cours,283.753,0.0,43.021,20.244,404.85,70.938,14.703,515.334,0.0
QA00054770,1,AUTO,5322,82,2020,1,2020-02-22,2020-05-12,2,2020,Rist.Agent,Anterieur,18439.631,2096.611,88.667,0.0,20639.753,4609.908,14.17,26685.149,2533.574
QA00054865,1,AUTO,19686,124,2024,3,2024-02-01,,7,2024,Rist.Agent,En Cours,2748.955,0.0,31.581,0.0,2823.926,687.239,11.049,3744.702,556.117
QS00054872,3,SANTE,29157,14,2020,6,2020-08-13,2020-11-30,11,2020,Ann.Cxp,En Cours,0.0,0.0,0.0,0.0,65442.622,0.0,12.232,68796.574,5034.576
QR00054959,2,IRDS,23463,43,2021,9,2019-12-25,2023-11-15,11,2023,Rist.Bank,Anterieur,0.0,49.652,0.0,0.0,49.652,0.0,6.168,59.073,7.754
QA00055021,1,AUTO,8162,144,2024,4,2023-07-03,2024-09-08,9,2024,Rist.Agent,En Cours,103.162,69.097,0.0,17.352,354.47,25.791,11.056,418.788,50.906
QA00055194,1,AUTO,175,15,2021,7,2020-07-23,2022-11-16,11,2022,Rist.Cheque,En Cours,323.757,74.507,52.219,0.0,545.724,80.939,7.386,668.491,94.058
QS00055268,3,SANTE,29243,102,2023,5,2023-02-06,,11,2024,Rist.Bank,En Cours,0.0,0.0,0.0,0.0,23753.485,0.0,8.618,24799.742,1505.522
QA00055277,1,AUTO,16674,94,2020,6,2020-04-16,2023-07-09,7,2023,Rist.Caisse,Anterieur,282.35,0.0,42.223,0.0,416.131,70.588,6.004,525.514,63.527
QA00055368,1,AUTO,2917,124,2021,3,2021-04-13,2022-02-03,2,2022,Annulation,Anterieur,3475.354,800.938,0.0,0.0,4337.132,868.838,9.513,5493.149,587.276
QA00055369,1,AUTO,1603,51,2021,8,2021-09-07,2021-09-23,9,2021,NEANT,Anterieur,560.485,65.945,0.0,41.494,809.84,140.121,10.619,1019.431,158.45
QA00055382,1,AUTO,18046,165,2023,5,2022-01-13,2024-10-26,10,2024,Rist.Agent,En Cours,240.566,121.897,0.0,0.0,362.463,60.142,7.803,456.822,36.988
QA00055467,1,AUTO,13927,47,2023,12,2023-06-12,2023-10-17,6,2023,Rist.Agent,Anterieur,152.228,0.0,0.0,20.797,329.26,38.057,13.271,401.717,68.504
QA00055528,1,AUTO,7896,34,2023,5,2023-08-10,2023-12-20,8,2023,Rist.Cheque,Anterieur,406.836,77.104,0.0,20.209,579.047,101.709,7.465,732.256,71.129
QA00055602,1,AUTO,16890,97,2023,4,2023-12-05,2024-04-15,4,2024,Rist.Caisse,En Cours,60.478,0.0,17.534,0.0,78.012,15.12,10.129,107.597,14.734
QS00055620,3,SANTE,29807,166,2019,4,2019-05-16,2021-07-21,7,2021,Rist.Cheque,En Cours,0.0,0.0,0.0,0.0,37003.021,0.0,17.838,38609.716,3379.584
QA00055695,1,AUTO,7197,27,2021,4,2020-03-11,2024-05-05,5,2024,Annulation,En Cours,62.569,6.984,7.967,0.0,192.102,15.642,12.703,234.494,34.821
